"","GEOID","Tract","County","State","FDep","SDI","ReADI","SVI","NA_ADI","NSS7"
"6558","06037272302","Census Tract 2723.02"," Los Angeles County"," California",67,74,44,77,15,61
"6559","06037273100","Census Tract 2731"," Los Angeles County"," California",6,55,7,18,1,35
"6560","06037273200","Census Tract 2732"," Los Angeles County"," California",15,64,12,58,2,49
"6561","06037273300","Census Tract 2733"," Los Angeles County"," California",44,82,28,76,1,72
"6562","06037273403","Census Tract 2734.03"," Los Angeles County"," California",11,74,29,62,1,47
"6563","06037273404","Census Tract 2734.04"," Los Angeles County"," California",18,31,13,18,2,34
"6564","06037273502","Census Tract 2735.02"," Los Angeles County"," California",11,55,13,22,1,32
"6565","06037273600","Census Tract 2736"," Los Angeles County"," California",8,24,8,10,1,18
"6566","06037273700","Census Tract 2737"," Los Angeles County"," California",16,31,7,17,1,42
"6567","06037273800","Census Tract 2738"," Los Angeles County"," California",21,44,14,41,1,31
"6568","06037273902","Census Tract 2739.02"," Los Angeles County"," California",5,30,5,36,1,30
"6569","06037274100","Census Tract 2741"," Los Angeles County"," California",6,50,8,44,2,48
"6570","06037274202","Census Tract 2742.02"," Los Angeles County"," California",10,51,6,34,2,45
"6571","06037275101","Census Tract 2751.01"," Los Angeles County"," California",15,22,7,37,3,29
"6572","06037275102","Census Tract 2751.02"," Los Angeles County"," California",68,91,47,85,2,73
"6573","06037275200","Census Tract 2752"," Los Angeles County"," California",43,64,27,68,3,61
"6574","06037275311","Census Tract 2753.11"," Los Angeles County"," California",25,49,19,42,3,33
"6575","06037275312","Census Tract 2753.12"," Los Angeles County"," California",4,14,3,10,4,6
"6576","06037275313","Census Tract 2753.13"," Los Angeles County"," California",23,59,29,41,3,38
"6577","06037275400","Census Tract 2754"," Los Angeles County"," California",8,38,8,23,3,23
"6578","06037275500","Census Tract 2755"," Los Angeles County"," California",77,92,73,86,6,82
"6579","06037275603","Census Tract 2756.03"," Los Angeles County"," California",16,37,13,29,3,24
"6580","06037275604","Census Tract 2756.04"," Los Angeles County"," California",2,30,2,23,2,10
"6581","06037275605","Census Tract 2756.05"," Los Angeles County"," California",9,61,9,19,2,42
"6582","06037276000","Census Tract 2760"," Los Angeles County"," California",5,20,5,13,2,8
"6583","06037276101","Census Tract 2761.01"," Los Angeles County"," California",8,42,8,14,10,23
"6584","06037276102","Census Tract 2761.02"," Los Angeles County"," California",39,60,26,72,4,67
"6585","06037276400","Census Tract 2764"," Los Angeles County"," California",2,21,2,14,2,10
"6586","06037276500","Census Tract 2765"," Los Angeles County"," California",17,60,14,31,3,48
"6587","06037276601","Census Tract 2766.01"," Los Angeles County"," California",6,22,6,11,1,25
"6588","06037276605","Census Tract 2766.05"," Los Angeles County"," California",28,18,12,22,9,39
"6589","06037276606","Census Tract 2766.06"," Los Angeles County"," California",9,20,9,6,8,8
"6590","06037276607","Census Tract 2766.07"," Los Angeles County"," California",21,75,24,33,3,53
"6591","06037276608","Census Tract 2766.08"," Los Angeles County"," California",7,51,12,28,13,51
"6592","06037277000","Census Tract 2770"," Los Angeles County"," California",4,20,5,10,2,15
"6593","06037277100","Census Tract 2771"," Los Angeles County"," California",14,10,8,21,4,20
"6594","06037277200","Census Tract 2772"," Los Angeles County"," California",42,77,51,74,28,62
"6595","06037278001","Census Tract 2780.01"," Los Angeles County"," California",14,51,22,35,5,35
"6596","06037278102","Census Tract 2781.02"," Los Angeles County"," California",4,25,3,10,1,13
"6597","06037291110","Census Tract 2911.10"," Los Angeles County"," California",93,97,81,99,11,92
"6598","06037291120","Census Tract 2911.20"," Los Angeles County"," California",90,86,71,90,19,81
"6599","06037291130","Census Tract 2911.30"," Los Angeles County"," California",71,52,48,69,17,46
"6600","06037291210","Census Tract 2912.10"," Los Angeles County"," California",71,79,71,94,16,68
"6601","06037291220","Census Tract 2912.20"," Los Angeles County"," California",82,87,64,93,15,75
"6602","06037291300","Census Tract 2913"," Los Angeles County"," California",33,26,24,50,13,28
"6603","06037292001","Census Tract 2920.01"," Los Angeles County"," California",96,95,87,91,14,89
"6604","06037292002","Census Tract 2920.02"," Los Angeles County"," California",44,52,23,45,10,46
"6605","06037293203","Census Tract 2932.03"," Los Angeles County"," California",72,78,53,85,10,68
"6606","06037293204","Census Tract 2932.04"," Los Angeles County"," California",50,65,32,73,13,46
"6607","06037293205","Census Tract 2932.05"," Los Angeles County"," California",79,83,63,90,34,78
"6608","06037293206","Census Tract 2932.06"," Los Angeles County"," California",90,93,69,93,13,81
"6609","06037293301","Census Tract 2933.01"," Los Angeles County"," California",17,17,14,49,12,16
"6610","06037293302","Census Tract 2933.02"," Los Angeles County"," California",37,64,31,69,15,37
"6611","06037293304","Census Tract 2933.04"," Los Angeles County"," California",83,81,61,88,18,69
"6612","06037293306","Census Tract 2933.06"," Los Angeles County"," California",39,23,20,48,9,45
"6613","06037293307","Census Tract 2933.07"," Los Angeles County"," California",80,88,81,91,21,80
"6614","06037294110","Census Tract 2941.10"," Los Angeles County"," California",88,81,73,89,19,81
"6615","06037294120","Census Tract 2941.20"," Los Angeles County"," California",94,88,82,81,21,87
"6616","06037294200","Census Tract 2942"," Los Angeles County"," California",93,89,74,89,17,81
"6617","06037294301","Census Tract 2943.01"," Los Angeles County"," California",70,43,43,47,15,55
"6618","06037294302","Census Tract 2943.02"," Los Angeles County"," California",93,72,76,92,30,79
"6619","06037294410","Census Tract 2944.10"," Los Angeles County"," California",71,90,66,96,22,85
"6620","06037294421","Census Tract 2944.21"," Los Angeles County"," California",91,89,78,94,31,79
"6621","06037294510","Census Tract 2945.10"," Los Angeles County"," California",97,90,89,89,18,88
"6622","06037294520","Census Tract 2945.20"," Los Angeles County"," California",96,84,80,90,17,84
"6623","06037294610","Census Tract 2946.10"," Los Angeles County"," California",97,91,77,95,19,90
"6624","06037294620","Census Tract 2946.20"," Los Angeles County"," California",93,71,70,75,29,76
"6625","06037294701","Census Tract 2947.01"," Los Angeles County"," California",97,99,96,99,28,93
"6626","06037294810","Census Tract 2948.10"," Los Angeles County"," California",98,97,92,92,21,93
"6627","06037294820","Census Tract 2948.20"," Los Angeles County"," California",99,100,98,95,44,96
"6628","06037294830","Census Tract 2948.30"," Los Angeles County"," California",91,93,79,86,26,82
"6629","06037294900","Census Tract 2949"," Los Angeles County"," California",96,99,93,94,28,92
"6630","06037295103","Census Tract 2951.03"," Los Angeles County"," California",17,25,12,48,11,27
"6631","06037296210","Census Tract 2962.10"," Los Angeles County"," California",91,94,87,93,20,88
"6632","06037296220","Census Tract 2962.20"," Los Angeles County"," California",90,98,82,99,27,93
"6633","06037296300","Census Tract 2963"," Los Angeles County"," California",31,33,32,59,12,40
"6634","06037296401","Census Tract 2964.01"," Los Angeles County"," California",26,36,20,60,9,28
"6635","06037296402","Census Tract 2964.02"," Los Angeles County"," California",29,19,12,32,9,24
"6636","06037296500","Census Tract 2965"," Los Angeles County"," California",78,81,64,81,14,72
"6637","06037296600","Census Tract 2966"," Los Angeles County"," California",91,87,80,94,18,83
"6638","06037296901","Census Tract 2969.01"," Los Angeles County"," California",76,94,71,88,13,85
"6639","06037296902","Census Tract 2969.02"," Los Angeles County"," California",79,87,69,89,13,81
"6640","06037297001","Census Tract 2970.01"," Los Angeles County"," California",8,33,4,3,5,15
"6641","06037297002","Census Tract 2970.02"," Los Angeles County"," California",29,50,21,50,8,34
"6642","06037297110","Census Tract 2971.10"," Los Angeles County"," California",96,99,88,98,17,91
"6643","06037297120","Census Tract 2971.20"," Los Angeles County"," California",86,91,76,93,16,77
"6644","06037297201","Census Tract 2972.01"," Los Angeles County"," California",83,84,68,85,17,67
"6645","06037297202","Census Tract 2972.02"," Los Angeles County"," California",42,70,38,53,11,51
"6646","06037297300","Census Tract 2973"," Los Angeles County"," California",31,27,17,60,7,25
"6647","06037297400","Census Tract 2974"," Los Angeles County"," California",32,36,29,57,6,36
"6648","06037297501","Census Tract 2975.01"," Los Angeles County"," California",12,17,10,7,6,11
"6649","06037297502","Census Tract 2975.02"," Los Angeles County"," California",39,24,28,35,11,22
"6650","06037297601","Census Tract 2976.01"," Los Angeles County"," California",40,26,26,49,6,26
"6651","06037297602","Census Tract 2976.02"," Los Angeles County"," California",37,74,38,62,12,45
"6652","06037300100","Census Tract 3001"," Los Angeles County"," California",7,17,5,23,3,17
"6653","06037300200","Census Tract 3002"," Los Angeles County"," California",13,19,12,38,4,23
"6654","06037300301","Census Tract 3003.01"," Los Angeles County"," California",6,15,7,29,5,7
"6655","06037300400","Census Tract 3004"," Los Angeles County"," California",28,29,15,64,6,37
"6656","06037300501","Census Tract 3005.01"," Los Angeles County"," California",25,32,21,50,7,39
"6657","06037300503","Census Tract 3005.03"," Los Angeles County"," California",50,67,45,74,8,47
"6658","06037300601","Census Tract 3006.01"," Los Angeles County"," California",22,64,29,71,12,47
"6659","06037300602","Census Tract 3006.02"," Los Angeles County"," California",28,34,16,53,5,48
"6660","06037300701","Census Tract 3007.01"," Los Angeles County"," California",6,33,10,27,2,23
"6661","06037300702","Census Tract 3007.02"," Los Angeles County"," California",8,36,11,38,2,24
"6662","06037300800","Census Tract 3008"," Los Angeles County"," California",39,41,23,72,4,58
"6663","06037300901","Census Tract 3009.01"," Los Angeles County"," California",5,10,5,15,2,9
"6664","06037300902","Census Tract 3009.02"," Los Angeles County"," California",5,11,4,10,2,16
"6665","06037301000","Census Tract 3010"," Los Angeles County"," California",17,58,17,69,4,46
"6666","06037301100","Census Tract 3011"," Los Angeles County"," California",26,42,31,61,12,50
"6667","06037301203","Census Tract 3012.03"," Los Angeles County"," California",40,68,35,74,11,59
"6668","06037301204","Census Tract 3012.04"," Los Angeles County"," California",35,74,38,83,16,57
"6669","06037301205","Census Tract 3012.05"," Los Angeles County"," California",21,26,14,32,4,30
"6670","06037301206","Census Tract 3012.06"," Los Angeles County"," California",46,74,44,80,10,70
"6671","06037301300","Census Tract 3013"," Los Angeles County"," California",3,8,3,6,2,12
"6672","06037301400","Census Tract 3014"," Los Angeles County"," California",11,12,7,21,3,18
"6673","06037301501","Census Tract 3015.01"," Los Angeles County"," California",19,10,14,24,5,18
"6674","06037301502","Census Tract 3015.02"," Los Angeles County"," California",73,84,61,85,11,81
"6675","06037301601","Census Tract 3016.01"," Los Angeles County"," California",82,83,77,93,9,88
"6676","06037301602","Census Tract 3016.02"," Los Angeles County"," California",67,73,52,84,8,73
"6677","06037301701","Census Tract 3017.01"," Los Angeles County"," California",41,70,46,65,7,62
"6678","06037301702","Census Tract 3017.02"," Los Angeles County"," California",64,71,44,81,12,65
"6679","06037301801","Census Tract 3018.01"," Los Angeles County"," California",32,80,42,70,20,56
"6680","06037301802","Census Tract 3018.02"," Los Angeles County"," California",39,74,35,59,17,63
"6681","06037301901","Census Tract 3019.01"," Los Angeles County"," California",24,61,30,61,18,46
"6682","06037301902","Census Tract 3019.02"," Los Angeles County"," California",52,70,25,65,9,64
"6683","06037302002","Census Tract 3020.02"," Los Angeles County"," California",62,86,68,86,20,82
"6684","06037302003","Census Tract 3020.03"," Los Angeles County"," California",38,79,53,67,18,68
"6685","06037302004","Census Tract 3020.04"," Los Angeles County"," California",81,89,69,85,25,87
"6686","06037302102","Census Tract 3021.02"," Los Angeles County"," California",31,47,24,62,9,47
"6687","06037302103","Census Tract 3021.03"," Los Angeles County"," California",76,89,68,91,8,85
"6688","06037302104","Census Tract 3021.04"," Los Angeles County"," California",49,64,36,87,12,65
"6689","06037302201","Census Tract 3022.01"," Los Angeles County"," California",77,89,79,90,18,87
"6690","06037302202","Census Tract 3022.02"," Los Angeles County"," California",77,93,77,89,12,84
"6691","06037302301","Census Tract 3023.01"," Los Angeles County"," California",47,77,43,87,12,74
"6692","06037302302","Census Tract 3023.02"," Los Angeles County"," California",75,92,68,95,7,82
"6693","06037302401","Census Tract 3024.01"," Los Angeles County"," California",80,76,55,85,11,76
"6694","06037302503","Census Tract 3025.03"," Los Angeles County"," California",76,86,67,84,16,82
"6695","06037302504","Census Tract 3025.04"," Los Angeles County"," California",73,92,74,87,20,86
"6696","06037302505","Census Tract 3025.05"," Los Angeles County"," California",81,89,77,93,6,84
"6697","06037302506","Census Tract 3025.06"," Los Angeles County"," California",50,93,58,93,7,80
"6698","06037310100","Census Tract 3101"," Los Angeles County"," California",6,34,8,15,3,21
"6699","06037310201","Census Tract 3102.01"," Los Angeles County"," California",34,39,30,50,6,46
"6700","06037310202","Census Tract 3102.02"," Los Angeles County"," California",22,63,23,60,5,50
"6701","06037310300","Census Tract 3103"," Los Angeles County"," California",7,7,8,5,4,9
"6702","06037310400","Census Tract 3104"," Los Angeles County"," California",18,41,23,43,6,28
"6703","06037310501","Census Tract 3105.01"," Los Angeles County"," California",50,88,56,77,7,72
